LoanNumber,GLPrincipalBalance,APR,AmortizedPaymentAmount,DaysPastDue,OriginalValue,CreditScore,Term,Mo_Term,Mo_Payment,Rem_Term,Seasoning,Bad
2088,6960.06,16.88,275.22,0,11200,654,104,35,594.48,13,0.63,0
2089,9535.88,17.98,516.12,0,11325,626,48,54,516.12,22,0.59,0
2090,7442.31,16.92,275.51,0,12375,618,104,30,595.10,14,0.53,0
2091,12874.12,18.04,668.42,0,14625,570,48,73,668.42,23,0.68,0
2092,15374.03,16.93,424.68,54,14725,669,104,31,917.31,19,0.39,0
2093,9007.77,16.74,283.59,0,13575,579,104,34,612.55,17,0.50,0
2094,6425.79,16.9,324.63,0,10250,507,48,77,324.63,23,0.70,0
2095,10338.72,16.82,341.19,6,14450,500,104,33,736.97,16,0.52,0
2096,8976.5,16.87,281.76,0,12800,514,104,34,608.60,17,0.50,0
2097,13451.54,16.87,307.39,27,14450,519,104,28,663.96,24,0.14,0
2098,19200.46,16.86,404.02,143,18250,609,104,54,872.68,27,0.50,1
2100,9030.58,16.84,348.05,0,14300,519,104,36,751.79,13,0.64,0
2101,9818.23,16.82,375.32,0,17075,669,104,68,810.69,13,0.81,0
2102,11138.51,16.84,390.41,0,19775,698,104,48,843.29,15,0.69,0
2103,17120.76,17.13,441.95,0,23550,518,104,54,954.61,21,0.61,0
2104,10853.68,16.86,302.16,6,13025,570,107,62,652.67,19,0.69,0
2105,13423.84,16.78,336.87,0,19625,543,106,66,727.64,21,0.68,0
2107,13192.79,16.87,325.22,0,17450,536,107,51,702.48,22,0.57,0
2109,8926.01,16.87,294.63,35,12700,681,102,29,636.40,16,0.45,0
2110,16913.6,16.85,348.5,110,16475,596,104,30,752.76,27,0.10,0
2112,5622.7,16.92,277.53,0,10350,629,96,55,555.06,11,0.80,0
2113,5062.5,16.81,283.56,0,11625,491,104,52,612.49,9,0.83,0
2114,9784.62,16.8,262.36,6,11925,538,111,53,566.70,20,0.62,0
2115,12393.03,16.86,290.48,61,11750,545,104,50,627.44,23,0.54,0
2117,20487.03,16.71,399.87,166,23700,509,104,53,863.72,29,0.45,1
2119,8293.62,16.86,270.67,0,10925,646,102,53,584.65,16,0.70,0
2120,27044.04,17.68,585.08,0,26100,684,104,49,1263.77,26,0.47,0
2123,9644.11,16.86,290.51,70,12300,511,104,53,627.50,17,0.68,0
2124,8297.82,16.85,267.78,0,10975,528,104,62,578.40,16,0.74,0
2125,10417.75,16.85,334.6,12,13300,530,109,28,722.74,16,0.43,0
2126,6046.5,16.84,264.11,0,10500,547,107,63,570.48,12,0.81,0
2127,21557.79,17.71,354.52,124,18750,697,110,62,765.76,37,0.40,1
2128,11742.84,16.82,376.26,79,17575,514,104,29,812.72,16,0.45,0
2129,6753.83,16.97,301.76,0,12550,642,104,62,651.80,11,0.82,0
2130,11238.78,16.85,448.4,0,23100,544,104,57,968.54,13,0.77,0
2131,18087.98,16.86,371.24,132,16475,601,110,62,801.88,27,0.56,0
2132,7493.53,16.9,361.67,26,14400,557,104,62,781.21,10,0.84,0
2133,10029.61,16.79,406.29,34,18950,512,106,29,877.59,13,0.55,0
2134,6509.91,16.82,274.95,0,11950,533,101,28,593.89,12,0.57,0
2136,12662.41,16.88,368.18,0,15725,518,106,60,795.27,18,0.70,0
2137,9006.88,16.82,362.5,16,13700,619,1565,60,783.00,13,0.78,0
2139,6772.71,16.9,336.19,29,12650,498,96,66,672.38,11,0.83,0
2140,5092.5,15.02,505.08,0,11100,727,48,134,505.08,11,0.92,0
2141,6802.4,16.78,298.75,1,10650,521,108,31,645.30,11,0.65,0
2142,12534.61,16.85,367.68,0,18550,547,104,58,794.19,18,0.69,0
2145,15930.09,16.9,351.78,510,12125,583,104,63,759.84,25,0.60,1
2146,8057.47,16.81,436.52,0,18575,568,104,27,942.88,9,0.67,0
2147,1009.7,16.85,269.13,0,11750,528,1515,57,581.32,2,0.96,0
2148,8090.57,16.94,380.73,0,16000,542,104,53,822.38,11,0.79,0
2151,10584.56,16.87,368.53,58,14100,537,108,20,796.02,15,0.25,0
2152,10953.77,16.85,335.87,48,13100,599,106,42,725.48,17,0.60,0
2153,11260.75,16.85,362.85,0,16625,525,104,63,783.76,16,0.75,0
2155,2786.03,16.88,328.9,19,12250,598,107,62,710.42,4,0.94,0
2156,12172.66,16.84,355.72,0,15600,595,106,56,768.36,18,0.68,0
2157,1446.01,16.79,392.62,0,13400,615,104,50,848.06,2,0.96,0
2158,20251.51,16.77,407.56,390,22900,558,104,61,880.33,28,0.54,1
2159,8392.88,16.8,260.68,105,11900,489,104,65,563.07,17,0.74,0
2161,8081.01,16.85,348.31,19,14850,480,104,61,752.35,12,0.80,0
2162,8957.69,16.85,299.38,131,12725,542,106,31,646.66,16,0.48,1
2165,16695.44,16.8,441.77,5,19725,494,108,24,954.22,20,0.17,0
2166,16284.01,16.8,413,33,16625,587,107,63,892.08,21,0.67,0
2169,10036.43,16.79,319.23,0,14575,573,105,29,689.54,16,0.45,0
2170,6127.04,17.99,269.28,0,10000,622,91,27,581.64,12,0.56,0
2171,7703.09,16.88,307.67,0,13775,533,104,23,664.57,13,0.43,0
2172,6266.1,16.82,372.96,0,15525,627,104,28,805.59,8,0.71,0
2173,8680.67,16.8,342,0,18275,486,104,25,738.72,13,0.48,0
2175,6722.1,16.82,285.56,0,12800,484,104,25,616.81,12,0.52,0
2176,6044.27,16.85,276.07,0,12500,554,103,25,596.31,11,0.56,0
2177,8378.39,18,284.66,0,13200,795,104,23,614.87,15,0.35,0
2178,7222.88,16.85,324.94,0,16550,691,104,22,701.87,11,0.50,0
2179,5822.08,16.83,311.09,0,16675,504,104,25,671.95,9,0.64,0
2180,6913.77,16.75,320.12,89,13950,521,104,29,691.46,11,0.62,0
2181,10958.83,16.76,393.25,0,14725,667,104,25,849.42,14,0.44,0
2182,3332.51,16.83,341.26,17,10000,619,107,22,737.12,5,0.77,0
2185,7318.94,16.82,361.67,21,14725,631,107,26,781.21,10,0.62,0
2186,8048.17,16.82,284.3,97,10825,538,102,24,614.09,15,0.38,0
2188,8545.43,16.83,348.85,0,12900,556,104,22,753.52,12,0.45,0
2190,10546.5,16.84,368.82,0,18200,755,104,39,796.65,15,0.62,0
2191,6426.02,16.83,405.35,0,14725,542,104,39,875.56,8,0.79,0
2193,8374.9,16.86,339.7,0,13000,559,104,43,733.75,13,0.70,0
2194,17011.77,16.87,339.89,238,12125,557,104,22,734.16,28,-0.27,0
2195,4367.47,16.84,254.5,0,9950,547,100,22,549.72,8,0.64,0
2197,7846.76,16.9,530,0,12775,747,48,48,530.00,17,0.65,0
2198,6291.08,16.9,257.48,6,14750,539,104,22,556.16,12,0.45,0
2199,13470.46,16.84,420.44,47,20375,508,104,22,908.15,17,0.23,0
2200,7165.82,16.77,332.48,55,12900,623,92,19,718.16,11,0.42,0
2203,11309.82,16.85,347.14,0,13000,632,1708,22,749.82,17,0.23,0
2205,4105.5,14.88,313.24,0,16350,667,104,29,676.60,6,0.79,0
2207,11236.4,16.88,294.4,0,11850,547,104,28,635.90,20,0.29,0
2209,9535.94,16.77,435.88,0,14800,638,104,28,941.50,11,0.61,0
2210,18084.17,16.88,425.1,0,21575,557,106,22,918.22,23,-0.05,0
2211,10628.91,16.84,281.55,0,11325,519,107,30,608.15,20,0.33,0
2212,15591.12,16.85,332.34,131,14375,538,107,28,717.85,26,0.07,1
2213,22741.79,16.88,384.51,110,20975,568,110,17,830.54,35,-1.06,0
2214,8858.06,16.86,301.21,0,12550,687,104,28,650.61,15,0.46,0
2216,5089.83,16.85,294.06,0,12050,640,98,29,635.17,9,0.69,0
2217,24477.85,17.73,459.32,54,20325,640,109,28,992.13,31,-0.11,0
2218,7793.21,18,277.17,0,11200,592,104,29,598.69,15,0.48,0
2219,20573.15,16.77,442.8,34,19125,531,108,28,956.45,26,0.07,0
2220,13749.2,16.85,368.25,5,17700,537,104,22,795.42,20,0.09,0
2221,10999,16.99,328.27,40,15625,664,104,28,709.06,18,0.36,0
2222,14763.83,16.82,349.79,47,16000,570,106,29,755.55,23,0.21,0
2223,5929.13,16.85,352.76,0,14850,511,104,28,761.96,8,0.71,0
2225,12135.48,16.86,265.47,411,11150,595,104,19,573.42,25,-0.32,1
2226,8957.49,16.82,339.97,0,14100,570,104,28,734.34,13,0.54,0
2228,10663.38,16.87,319.27,19,13900,495,108,28,689.62,18,0.36,0
2229,15306.92,16.82,354.28,68,16475,566,104,60,765.24,24,0.60,0
2230,18104.56,18.94,403,0,15175,691,104,32,870.48,25,0.22,0
2231,12056.47,16.77,384.16,0,15525,693,104,56,829.79,16,0.71,0
2232,13154.08,16.84,338.9,12,16425,505,106,50,732.02,21,0.58,0
2233,15776.69,16.86,377.12,0,20575,515,108,68,814.58,23,0.66,0
2235,14872.56,16.81,361.35,0,22125,500,106,61,780.52,22,0.64,0
2236,10361.41,16.83,304.93,5,12450,568,107,61,658.65,18,0.70,0
2237,21046,16.81,467.84,103,22600,485,110,64,1010.53,25,0.61,0
2238,5877.63,16.85,276.32,0,11175,619,101,69,596.85,11,0.84,0
2239,2609.94,16.89,548.34,0,7900,528,44,1790,548.34,5,1.00,0
2240,22615.84,17.66,504,0,22450,627,104,60,1088.64,25,0.58,0
2241,16396.54,17.9,345.47,47,17800,527,104,18,746.22,27,-0.50,0
2242,18700.91,16.82,498.7,0,22850,522,104,23,1077.19,20,0.13,0
2243,15090.08,17.82,336.2,0,16550,526,104,23,726.19,25,-0.09,0
2245,9224.84,16.85,269.03,0,10225,616,104,22,581.10,18,0.18,0
2246,27870.78,17.74,508.98,33,21625,660,108,22,1099.40,32,-0.45,0
2247,31869.58,17.71,547.67,117,25925,491,108,22,1182.97,35,-0.59,0
2248,9874.86,16.88,297.76,19,12800,596,103,22,643.16,17,0.23,0
2249,7598.03,16.82,284.23,47,9825,639,100,24,613.94,14,0.42,0
2251,14836.21,16.86,276.96,124,12425,608,110,22,598.23,31,-0.41,1
2252,8189.54,16.91,302.41,24,12775,492,106,50,653.21,14,0.72,0
2253,16710.04,17.9,326.39,0,14725,524,1528,54,705.00,29,0.46,0
2254,8079.8,16.84,256.41,19,11350,495,102,55,553.85,16,0.71,0
2255,9045.45,16.82,341.41,5,14200,625,107,60,737.45,14,0.77,0
2256,5908.92,16.84,332.37,20,9175,567,104,62,717.92,9,0.85,0
2257,11094.23,16.86,384.9,0,18550,518,104,39,831.38,15,0.62,0
2258,6534.92,16.85,367.99,0,15500,538,104,31,794.86,9,0.71,0
2260,11628.59,16.99,298.06,0,10975,536,72,48,298.06,57,-0.19,0
2262,18410.89,10.56,415.61,5,18587,627,71,59,415.61,56,0.05,0
2263,5012.43,21,378,0,6050,570,53,55,378.00,15,0.73,0
2264,15357.73,18,436,0,9000,566,72,65,436.00,50,0.23,0
2266,9485.43,21,406,0,7750,736,54,63,406.00,30,0.52,0
2267,5969.34,18,250,0,7350,564,62,51,250.00,30,0.41,0
2268,5999.64,21,320,0,3775,640,53,50,320.00,23,0.54,0
2269,7120.5,21,334,0,4175,565,54,53,334.00,27,0.49,0
2270,11523.35,18,355,0,8275,578,65,61,355.00,45,0.26,0
2271,9936.95,18,384,0,7300,623,59,58,384.00,33,0.43,0
2272,7655.61,18,329,0,6425,495,53,50,329.00,29,0.42,0
2274,6544.25,18,420,0,8600,533,59,52,420.00,18,0.65,0
2275,5702.71,21,350,60,5600,574,69,50,350.00,19,0.62,0
2276,7595.55,21,378,1,8175,538,53,54,378.00,25,0.54,0
2277,15192.96,18,620,0,13800,593,59,55,620.00,31,0.44,0
2278,6991.16,21,341,10,4775,551,59,53,341.00,26,0.51,0
2279,12124.34,21,536,11,10700,485,55,105,536.00,29,0.72,0
2280,7040.24,21,378,174,3350,636,54,123,378.00,23,0.81,1
2281,13674.67,18,377,73,9900,535,71,121,377.00,53,0.56,0
2282,8334.78,21,364,0,5950,599,53,111,364.00,30,0.73,0
2283,11492.48,21,418,8,5425,630,55,53,418.00,38,0.28,0
2284,8848.26,21,315,0,4050,717,59,79,315.00,39,0.51,0
2285,13548.19,18,445,49,9725,574,55,130,445.00,41,0.68,0
2286,2576.38,21,298,0,3875,575,47,127,298.00,9,0.93,0
2287,5718.37,21,326,59,3950,615,53,130,326.00,21,0.84,0
2288,9308.65,21,406,0,10300,534,53,136,406.00,30,0.78,0
2289,7205.61,21,464,0,5600,599,53,131,464.00,18,0.86,0
2291,7717.41,21,378,0,5775,648,53,130,378.00,25,0.81,0
2292,8248.85,21,363,0,5175,508,54,62,363.00,29,0.53,0
2294,8960.9,21,435,0,7875,550,53,66,435.00,26,0.61,0
2296,6808.6,21,349,0,6250,561,53,82,349.00,24,0.71,0
2297,12947.33,21,521,15,13575,532,53,130,521.00,33,0.75,0
2298,11032.25,21,464,0,7350,587,53,108,464.00,31,0.71,0
2299,9335.52,21,406,1,7825,642,53,130,406.00,30,0.77,0
2300,5759.46,21,435,0,8425,522,53,136,435.00,15,0.89,0
2301,3280.05,18,427,93,4125,597,39,143,427.00,8,0.94,0
2302,8628.3,21,464,0,8775,614,53,138,464.00,23,0.83,0
2303,7189.03,18,295,49,6025,519,59,1993,295.00,31,0.98,0
2304,3034.96,18,302,0,7600,622,54,60,302.00,11,0.82,0
2305,8244.52,21,378,0,5650,521,53,134,378.00,28,0.79,0
2306,16508.69,21,529,0,18800,547,67,63,529.00,46,0.27,0
2307,13247.76,21,550,93,12425,603,53,143,550.00,32,0.78,0
2308,2658,21,406,95,8350,567,53,120,406.00,7,0.94,0
2309,15204.51,18,517,59,14075,528,60,68,517.00,39,0.43,0
2310,11671.08,18,363,42,8700,537,65,143,363.00,44,0.69,0
2311,11649.78,18,421,44,10850,561,53,66,421.00,36,0.45,0
2312,9996.77,21,378,259,6800,647,53,134,378.00,36,0.73,1
2313,9665.16,21,423,0,9100,514,59,130,423.00,29,0.78,0
2314,9743.09,21,388,0,9300,529,65,130,388.00,33,0.75,0
2315,10708.48,21,421,0,9300,506,55,127,421.00,34,0.73,0
2316,13478.4,21,478,41,11725,693,53,66,478.00,39,0.41,0
2317,20351.36,11.54,452.5,0,18788,631,74,60,452.50,59,0.02,0
2319,6939.2,22.5,328.81,0,8450,641,48,137,328.81,27,0.80,0
2320,5340.41,22.5,298.62,3,5050,529,42,60,298.62,22,0.63,0
2321,4862.28,22.5,265.25,15,3125,532,48,147,265.25,23,0.84,0
2322,6583.77,22.5,295.81,0,5600,654,48,130,295.81,29,0.78,0
2324,22989.03,10.11,512.7,0,22557,645,71,103,512.70,57,0.45,0
2326,13659.19,14.38,330.76,0,12322,611,72,132,330.76,57,0.57,0
2327,14330.25,21,432.72,406,8000,583,60,132,432.72,50,0.62,1
2328,23728.03,18.16,722.82,0,17900,600,66,132,722.82,46,0.65,0
2330,15338.61,20.99,500.29,0,10325,603,63,139,500.29,44,0.68,0
2331,10452.36,24,360.23,371,6425,601,58,135,360.23,44,0.67,1
2332,11138.72,14.99,292.97,0,15175,548,66,130,292.97,52,0.60,0
2335,16879.59,11.18,387.25,0,18655,594,71,130,387.25,56,0.57,0
2336,20368.85,19.11,489.17,17,16979,595,76,144,489.17,69,0.52,0
2337,15421.78,11.33,347.24,0,19625,673,72,137,347.24,58,0.58,0
2338,22260.72,20.71,613.6,0,25544,622,72,142,613.60,57,0.60,0
2341,4112.64,20.99,336.22,0,5975,552,36,142,336.22,14,0.90,0
2344,1485.97,23.99,386.61,0,4600,656,36,130,386.61,4,0.97,0
2345,5318.73,21.01,329.46,0,7450,667,51,131,329.46,19,0.85,0
2346,4145.88,20.99,344.87,0,6400,661,39,62,344.87,14,0.77,0
2348,6912.96,17.99,261.62,0,7775,517,48,107,261.62,34,0.68,0
2349,15047.08,10.56,331.98,0,17274,600,72,137,331.98,58,0.58,0
2350,8573.2,16.99,259.68,0,7763,510,60,133,259.68,45,0.66,0
2351,14440.38,10.8,320.68,0,12276,622,72,117,320.68,58,0.50,0
2352,8862.61,11.74,224.27,0,9605,603,72,136,224.27,50,0.63,0
2353,12458.94,13.72,293.69,0,11533,616,72,122,293.69,58,0.52,0
2354,20165.72,13.46,442.95,79,18560,608,73,133,442.95,64,0.52,0
2355,2494.1,25,150,0,5525,672,67,48,324.00,8,0.83,0
2356,2257.39,24,175,0,4000,641,51,32,378.00,6,0.81,0
2357,16773.25,13.21,460.28,0,18511,659,62,134,460.28,47,0.65,0
2358,13205.3,11.68,303.15,0,16511,636,72,145,303.15,57,0.61,0
2359,8238.26,15.99,222.82,0,8050,557,60,143,222.82,51,0.64,0
2360,14082.31,12.92,330.08,0,13168,596,72,132,330.08,57,0.57,0
2361,28493.39,14.6,682.92,0,29943,604,72,134,682.92,59,0.56,0
2362,14527.2,13.62,351.45,0,13171,631,71,61,351.45,56,0.08,0
2363,30572.32,10.29,666.89,0,28374,655,72,61,666.89,58,0.05,0
2365,17382.25,19.53,471.66,10,16276,804,68,130,471.66,57,0.56,0
2366,15470.66,12.8,354.74,0,15266,622,72,130,354.74,59,0.55,0
2367,13155.72,13.87,290.15,12,11371,582,75,144,290.15,65,0.55,0
2368,17222.46,13,392.59,0,17031,648,72,130,392.59,60,0.54,0
2369,16624.14,17.9,426.32,0,15950,455,72,143,426.32,59,0.59,0
2370,10909.74,13.69,258.81,0,11933,621,72,120,258.81,58,0.52,0
2371,16258.3,11.54,347.64,9,15479,612,73,130,347.64,62,0.52,0
2372,18424.91,11.94,415.41,0,19297,598,72,132,415.41,59,0.55,0
2373,14913.44,12.34,330.74,12,13221,638,73,64,330.74,61,0.05,0
2374,17573.77,10.89,512.51,0,19398,598,55,130,512.51,41,0.68,0
2375,27138.34,11.13,572.46,0,38525,626,74,130,572.46,63,0.52,0
2376,18173.79,15.28,411,0,16002,589,75,130,411.00,65,0.50,0
2377,13429.29,12.87,306.91,0,14081,627,72,132,306.91,59,0.55,0
2378,10351.26,15.33,250.08,0,9445,598,72,60,250.08,59,0.02,0
2379,13695.31,12.2,300.76,0,13009,661,72,1825,300.76,61,0.97,0
2380,16214.22,15.34,390.57,0,14384,645,72,60,390.57,60,0.00,0
2381,12824.05,14.48,299.35,0,12661,593,72,149,299.35,61,0.59,0
2382,15176.07,13.33,350.9,0,18450,639,72,132,350.90,59,0.55,0
2383,22481.08,10.47,490.12,0,21119,587,72,132,490.12,59,0.55,0
2384,16111.87,14,371.19,0,27908,627,72,134,371.19,61,0.54,0
2386,5160.47,15.99,136.87,226,4000,536,60,136,136.87,53,0.61,1
2388,23035.45,13.41,513.04,25,20749,592,72,133,513.04,63,0.53,0
2389,1311.82,14.04,337.62,0,12839,645,72,63,337.62,4,0.94,0
2390,23548.67,12.38,524.31,0,20462,650,72,60,524.31,61,-0.02,0
2392,16844.3,11.2,434.84,0,19090,603,60,130,434.84,48,0.63,0
2393,14429.49,13.53,330.99,0,17638,607,72,143,330.99,60,0.58,0
2394,10708.7,12.3,238.32,0,11950,649,72,90,238.32,61,0.32,0
2395,15145,14.99,358.72,0,15231,663,72,106,358.72,60,0.43,0
2398,20482.13,12.16,538.67,0,25100,625,60,90,538.67,48,0.47,0
2399,15790.38,15.25,372.51,0,16023,621,73,82,372.51,61,0.26,0
2401,36925.85,12.64,844.68,0,39492,601,72,46,844.68,59,-0.28,0
2402,13454.43,19.98,359.8,0,11079,699,72,48,359.80,59,-0.23,0
2403,23537.76,12.96,533.9,0,23132,606,72,49,533.90,60,-0.22,0
2405,10541.74,13.88,231.25,0,10761,698,75,62,231.25,65,-0.05,0
2406,28315.28,11.91,585.85,0,27155,641,75,58,585.85,66,-0.14,0
2407,21907.94,13.17,496.5,0,24496,619,72,57,496.50,61,-0.07,0
2409,13907.44,15.28,313.79,48,12316,586,73,61,313.79,66,-0.08,0
2410,16437.1,13.7,384.7,0,16032,599,72,52,384.70,59,-0.13,0
2411,13196.8,13.08,284.04,0,11767,598,74,47,284.04,65,-0.38,0
2412,22918.67,12.3,497.92,0,20349,608,73,46,497.92,63,-0.37,0
2413,19079.03,10.13,403.1,0,20592,588,72,40,403.10,61,-0.53,0
2414,25151.79,13.38,575.65,0,27893,601,72,49,575.65,60,-0.22,0
2415,14473.83,12.13,397.31,0,16347,590,58,44,397.31,46,-0.05,0
2416,11445.72,15.42,272.92,0,11229,596,72,53,272.92,61,-0.15,0
2417,17986.06,10.27,382.77,0,15318,603,72,60,382.77,60,0.00,0
2418,17797.61,13.77,400.57,14,19290,584,72,42,400.57,62,-0.48,0
2419,12502.45,13.25,285.7,0,13214,592,72,133,285.70,60,0.55,0
2420,15506.58,10.44,378.78,0,15046,647,63,130,378.78,51,0.61,0
2421,23794.45,13.24,525.94,0,24009,619,75,94,525.94,63,0.33,0
2423,13397.91,13.73,347.65,0,16455,603,72,130,347.65,51,0.61,0
2426,20012.71,12.99,443.7,0,16050,591,73,125,443.70,62,0.50,0
2428,13831.61,12.91,292.83,3,14344,589,74,112,292.83,66,0.41,0
2430,17300.68,12.6,372.55,0,18392,589,73,120,372.55,64,0.47,0
2431,9762.38,23.99,190.42,0,5925,554,104,49,411.31,33,0.33,0
2433,9490.57,23.99,151.54,110,4800,648,1562,53,327.33,44,0.17,0
2434,9597.3,23.99,200.29,9,4900,600,104,45,432.63,30,0.33,0
2435,14176.42,23.99,229.88,197,7975,538,110,47,496.54,43,0.09,1
2436,9241.34,23.99,197,0,5925,482,104,50,425.52,29,0.42,0
2437,11410.58,23.99,199.9,0,8050,469,128,53,431.78,38,0.28,0
2438,11829.73,23.99,179.56,353,4950,500,120,45,387.85,48,-0.07,1
2439,16745.27,23.99,242.96,393,9325,553,128,45,524.79,51,-0.13,1
2441,14375.62,23.99,222.11,64,7700,504,129,28,479.76,46,-0.64,0
2442,11685.56,23.99,207.8,8,5150,753,125,17,448.85,37,-1.18,0
2443,12113.83,23.99,197.78,75,8350,502,107,28,427.20,42,-0.50,0
2444,9562.99,23.99,171.77,0,5950,550,108,24,371.02,37,-0.54,0
2445,13300.08,23.99,231.47,77,7375,542,115,24,499.98,38,-0.58,0
2447,19863.03,11.58,451.39,16,23855,631,67,63,451.39,58,0.08,0
2448,15493.99,11.86,378.25,0,18400,563,64,60,378.25,53,0.12,0
2451,12742.81,10.9,270.86,0,10786,612,73,49,270.86,62,-0.27,0
2453,18586.67,10.76,379.91,18,17600,572,74,60,379.91,65,-0.08,0
2454,14475.7,12.25,316.83,23,15937,566,72,40,316.83,62,-0.55,0
2455,20238.67,10.71,440.25,0,25438,514,72,36,440.25,59,-0.64,0
2457,23278.67,10.71,598.42,0,29025,620,60,39,598.42,48,-0.23,0
2458,16363.07,11.79,362.12,0,22125,560,72,39,362.12,60,-0.54,0
2460,15610.42,11.81,344.98,0,14639,587,72,62,344.98,60,0.03,0
2461,20226.07,12.11,462.9,0,22600,669,72,55,462.90,58,-0.05,0
2462,13618.96,14.43,358.6,0,16700,604,63,55,358.60,51,0.07,0
2464,38689.05,10.97,843.21,0,39402,626,72,55,843.21,60,-0.09,0
2466,12462.67,15.99,324.8,0,13625,440,66,63,324.80,54,0.14,0
2467,7198.39,17.99,262.41,0,7425,464,48,55,262.41,36,0.35,0
2468,13646.49,15.61,415.59,0,18714,624,60,62,415.59,43,0.31,0
2469,28982.28,10.62,626.8,0,25978,630,72,56,626.80,60,-0.07,0
2470,29726.73,11.63,655.55,0,27237,629,72,72,655.55,60,0.17,0
2471,23287.83,13.36,502.72,126,19787,694,72,54,502.72,65,-0.20,1
2472,14298.33,12.36,344.24,41,12835,645,62,59,344.24,54,0.08,0
2473,12124.35,10.13,292.56,0,11714,664,63,60,292.56,51,0.15,0
2475,16603.11,13.57,362.12,0,14533,592,74,62,362.12,65,-0.05,0
2477,10554.99,12,239.28,0,12200,635,72,61,239.28,58,0.05,0
2478,25863.47,12.1,633.43,0,24142,595,65,60,633.43,53,0.12,0
2481,20425.78,12.14,425.5,5,21141,620,74,54,425.50,66,-0.22,0
2482,22689.15,13.75,503.95,0,20265,583,73,54,503.95,64,-0.19,0
2484,12998.59,15.99,296.34,0,12200,498,75,58,296.34,66,-0.14,0
2485,30041.11,11.91,670.75,0,27300,580,72,55,670.75,60,-0.09,0
2490,17976.53,10.75,386.47,0,17525,551,72,56,386.47,60,-0.07,0
2493,27594,11.9,626.54,0,26370,604,71,54,626.54,58,-0.07,0
2497,11973.55,10.09,304.96,0,14725,718,60,62,304.96,48,0.23,0
2498,8633.4,17.99,218.23,60,8975,448,66,57,218.23,60,-0.05,0
2499,17891.11,10.56,380.25,0,17419,612,72,57,380.25,61,-0.07,0
2500,17812.4,13.54,451.36,0,17225,575,62,54,451.36,53,0.02,0
2503,18273.82,13.29,400.3,0,16308,622,73,50,400.30,64,-0.28,0
2504,19399.83,15.32,428.94,22,15251,580,74,48,428.94,68,-0.42,0
2507,37241.38,10.86,791.61,0,30730,622,72,104,791.61,62,0.40,0
2509,10456.28,10.05,259.86,0,15004,626,60,48,259.86,49,-0.02,0
2510,17275.54,12.25,386.5,0,14751,568,72,104,386.50,60,0.42,0
2511,9583.21,11.01,270.66,0,12375,657,54,108,270.66,43,0.60,0
2513,12153.88,10.72,259.31,0,15075,668,72,104,259.31,61,0.41,0
2517,15003.21,10.06,313.85,0,14226,627,72,107,313.85,61,0.43,0
2518,16167.88,10.7,343.23,0,14790,668,72,107,343.23,61,0.43,0
2526,19161.2,10.74,401.95,0,26913,590,73,96,401.95,62,0.35,0
2527,11050.41,11.86,235.66,45,10175,565,72,102,235.66,63,0.38,0
2529,15550.64,12.52,346.42,0,14138,596,72,104,346.42,61,0.41,0
2532,9740.09,12.5,288.61,0,9650,540,54,108,288.61,42,0.61,0
2533,26667.27,12.83,583.23,0,26575,570,72,104,583.23,63,0.39,0
2534,19639.91,11.81,545.76,18,22225,659,54,104,545.76,45,0.57,0
2535,19909.73,12.16,520.94,0,21695,632,63,85,520.94,49,0.42,0
2538,21388,10.63,452.39,0,20437,636,72,1584,452.39,62,0.96,0
2540,19153.5,14.07,439.84,0,17336,625,72,104,439.84,61,0.41,0
2541,21185.9,11.75,436.96,98,20921,614,72,106,436.96,66,0.38,0
2542,21313.27,16.36,489.65,74,17223,598,72,106,489.65,66,0.38,0
2543,21454.71,12.94,479.44,0,20221,582,72,104,479.44,61,0.41,0
2544,18166.69,10.14,382.75,0,18588,637,72,104,382.75,61,0.41,0
2545,10938.4,11.04,277.32,0,20065,660,60,108,277.32,49,0.55,0
2546,13727,11.06,295.05,0,13585,612,72,104,295.05,61,0.41,0
2547,13259.54,13.31,381.97,0,14475,565,54,96,381.97,44,0.54,0
2548,16149.42,13.85,371.44,0,15063,566,72,98,371.44,61,0.38,0
2550,22566.32,15,590.42,0,21607,629,64,108,590.42,52,0.52,0
2551,16904.9,15.51,396.13,21,15478,606,72,108,396.13,62,0.43,0
2554,11218.9,15.3,303.36,0,12171,654,60,104,303.36,50,0.52,0
2555,8857.51,21,382,0,7375,670,60,99,382.00,30,0.70,0
2557,3273.95,21,334,0,2650,658,54,104,334.00,11,0.89,0
2559,1801.02,21,378,0,7050,551,54,105,378.00,5,0.95,0
2560,3908.93,21,378,0,7100,664,54,104,378.00,12,0.88,0
2561,9207.23,21,392,374,5525,457,54,111,392.00,31,0.72,1
2562,3781.01,21,263,0,2975,573,54,111,263.00,17,0.85,0
2563,4765.92,21,298,0,2750,630,48,104,298.00,19,0.82,0
2564,3239.12,21,365,0,2125,680,60,104,365.00,10,0.90,0
2565,16283.34,21,598,31,16000,614,61,106,598.00,37,0.65,0
2566,13497.32,18,447,0,13125,495,66,104,447.00,41,0.61,0
2567,7438.14,21,355,0,7000,662,61,107,355.00,26,0.76,0
2568,6895.81,21,450,4,7725,661,54,106,450.00,18,0.83,0
2569,10426.37,21,464,0,9600,590,54,104,464.00,29,0.72,0
2570,9466.62,18,384,0,8225,483,61,105,384.00,31,0.70,0
